Cote;CB;Type;Titre;SousTitre;AuteurNom;AuteurPrénom;AuteurAutre;Date;Langue;600;;601$a;;606$a;606$a;606$a;607$a;300$a;330$a
C2013-ILL6;23359814;ADV;Colloque Illustration;;Payot;Daniel;;2013;fre;;;;;Illustration des livres;;;;"Colloque les 7 et 8 mars 2013 à la HEAR.
DVD 1: Daniel Payot, ouverture. Elise Guédron, Progrès des hommes, progrès des arts: successions, enchaînements, séquences, des lumières au positivisme."" Conversation entre Gaétan Dorémus et Florian Siffer.""
DVD 2: Guillaume Dégé, Séquence et cheminement, du scénario utilisé à la manière d'une partition de musique."". François Petry, ""Un voyage aux eaux depuis Paris jusqu'à Aix-les-Bains en Juillet-août 1840, Examen d'un carnet à dessins ""conceptuel avant la lettre"". Laurent Gerbier ""Des images immobiles séparées par du blanc"": la séquentialité problématique des carnets de voyage de dessinateurs.""
DVD 3: Présentation des publications estudiantines 1/2. Conversation entre Thérèse Willer et Antoine Berhart. Nicolas Simonin: Atopoz, regard sur la lettre dessinée"".""
DVD 4 - 5: Brigitte Friant-Kessler L'?il sur la Bande: dynamique séquentielles, traces et polychronies de l'illustration, le cas Macbeth."" Cécile Boulaire ""Chronologie et récit en images dans l'album pour enfants XIX - XX"". Véronique Boone ""La séquence dans l'?il visuelle de Le Corbusier"". Frédéric Verry ""Bande dessinées sans personnages: le parcours en vue subjective"". fabrice Preyat ""Penser la séquentialité: théorisations et pratiques du roman graphique de Frans Masereel."". Laurent Berger ""Trahir le père Ubu: distorsions spatio-temporelles et dramaturgiques dans les adaptations d'Ubu Roi en bandes-dessinées."" Olivier Deloignon ""Viper, premier magazine de bande dessinée bio? La séquentialité du périodique illustré.""""
DVD 6: Finzo et alii Malentendu, performance dessinée"". Présentation des publications estudiantines. Clôture (David Cascaro)""

";
C2013-PRE1;23360342;ADV;Pré-histoire de l'art;Le dessin explore le temps;Poncer;Olivier;;2013;;;;;;Dessin;;;;Conférence à l'auditorium de la HEAR le 25 octobre 2013. Cette journée vise à révéler le rôle essentiel du dessin dans une démarche de médiation visuelle. Elle s'articule autour de l'ouvrage Le Roc-aux-Sorciers. Rencontre avec le peuple magdalénien coécrit par Jacques Buisson-Catil et Jérôme Primault et illustré par Olivier-Marc Nadel. La profonde originalité de son approche éditoriale tient au rôle central qu'y joue le dessin. Il est l'outil exclusif de visualisation du propos. Le programme de recherche Didactique tangible est soutenu par la direction générale de la création artistique du ministère de la Culture et de la Communication.;
C2013-PRE2;23360330;ADV;Pré-histoire de l'art;Le dessin explore le temps;Poncer;Olivier;;2013;;;;;;Dessin;;;;Conférence à l'auditorium de la HEAR le 25 octobre 2013. Cette journée vise à révéler le rôle essentiel du dessin dans une démarche de médiation visuelle. Elle s'articule autour de l'ouvrage Le Roc-aux-Sorciers. Rencontre avec le peuple magdalénien coécrit par Jacques Buisson-Catil et Jérôme Primault et illustré par Olivier-Marc Nadel. La profonde originalité de son approche éditoriale tient au rôle central qu'y joue le dessin. Il est l'outil exclusif de visualisation du propos. Le programme de recherche Didactique tangible est soutenu par la direction générale de la création artistique du ministère de la Culture et de la Communication.;
C2013-PRE3;23360329;ADV;Pré-histoire de l'art;Le dessin explore le temps;Poncer;Olivier;;2013;;;;;;Dessin;;;;Conférence à l'auditorium de la HEAR le 25 octobre 2013. Cette journée vise à révéler le rôle essentiel du dessin dans une démarche de médiation visuelle. Elle s'articule autour de l'ouvrage Le Roc-aux-Sorciers. Rencontre avec le peuple magdalénien coécrit par Jacques Buisson-Catil et Jérôme Primault et illustré par Olivier-Marc Nadel. La profonde originalité de son approche éditoriale tient au rôle central qu'y joue le dessin. Il est l'outil exclusif de visualisation du propos. Le programme de recherche Didactique tangible est soutenu par la direction générale de la création artistique du ministère de la Culture et de la Communication.;
C2013-PRE4;23360317;ADV;Pré-histoire de l'art;Le dessin explore le temps;Poncer;Olivier;;2013;;;;;;Dessin;;;;Conférence à l'auditorium de la HEAR le 25 octobre 2013. Cette journée vise à révéler le rôle essentiel du dessin dans une démarche de médiation visuelle. Elle s'articule autour de l'ouvrage Le Roc-aux-Sorciers. Rencontre avec le peuple magdalénien coécrit par Jacques Buisson-Catil et Jérôme Primault et illustré par Olivier-Marc Nadel. La profonde originalité de son approche éditoriale tient au rôle central qu'y joue le dessin. Il est l'outil exclusif de visualisation du propos. Le programme de recherche Didactique tangible est soutenu par la direction générale de la création artistique du ministère de la Culture et de la Communication.;
C2013-QUE;23353919;ADV;[Conférence];;Queyraud;Franck;;2013;;;;;;Édition;;;;Conférence à l'auditorium de la HEAR le 12 décembre. Franck Queyraud est bibliothécaire, chef de projet des Médiations numériques pour les médiathèques de Strasbourg et de la Communauté urbaine. Conférence initialement prévu le jeudi 10 octobre. L'option Communication de la HEAR développe une réflexion particulière sur les évolutions nées du développement du support numérique dans les domaines de l'édition et de la communication au travers des trois programmes de recherche portés par ses ateliers de Communication graphique, Didactique visuelle et Illustration. Ainsi, elle propose, en relation avec la médiathèque de l'école, un cycle de six conférences, regroupant des acteurs-clés et l'édition numérique. (Source: Agenda culturel, oct. nov. déc. 2013);
C2013-VEH;23353764;ADV;Le Professeur Cyclope;;Vehlmann;Fabien;;2013;;;;;;;;;;Conférence à l'auditorium de la HEAR le 14 novembre 2017. Destiné à un public ado-adultes, Professeur Cyclope, un mensuel de bandes dessinées et de fictions numériques, propose une centaine de pages - ou équivalence numérique - de BD de création originale. Professeur Cyclope profite des nouvelles possibilités de consommation de BD et d'interactivité offertes par les tablettes. L'option Communication de la HEAR développe une réflexion particulière sur les évolutions nées du développement du support numérique dans les domaines de l'édition et de la communication au travers des trois programmes de recherche portés par ses ateliers de Communication graphique, Didactique visuelle et Illustration. Ainsi, elle propose, en relation avec la médiathèque de l'école, un cycle de six conférences, regroupant des acteurs-clés de l'édition numérique.;
C2014-ENE;23360288;ADV;[Conférence];;Enebels;Liza;;2014;;;;;;Arts graphiques;;;;Conférence à l'auditorium de la HEAR le 23 janvier. Le Studio Dumbar est une agence de graphisme basée à Rotterdam (Pays-Bas) dont l'expertise s'applique à la communication visuelle, la stratégie globale, l'image et le management. Reconnu internationalement, le studio travaille avec des entreprises privées (Apple, Ranstad, AG2R La Mondiale, Nike, etc.) ou des organismes gouvernementaux et culturels (police néerlandaise, ville de Rotterdam, université de Maastricht, Rijksmuseum, théâtre Zeebelt, etc.).;
C2014-MEL;23360276;ADV;retro/viseur;;Mellier;Fanette;;2014;;;;;;Arts graphiques;;;;Conférence à l'auditorium de la HEAR le 13 mars. Ancienne étudiante, Fanette Mellier (Communication graphique, 2000) présentera ses travaux graphiques récents: commandes culturelles, expositions, et projet cosmique créé à la suite de sa résidence à la Villa Médicis - Académie de France à Rome. Sa démarche peut être définie comme une exploration poétique des techniques industrielles d'impression, en écho au contexte intellectuel, culturel et social de chaque projet. Ses problématiques liées à la matérialité de l'objet imprimé, déjà bien présentes lors de ses études, continuent d'innerver sa démarche. Elle tentera de parler de cette articulation entre études et parcours professionnel, à travers la poursuite d'un engagement dont le contexte et les enjeux sont en évolution.;
C2014-YOS2;23353968;ADV;Passion ardente, de Kijû Yoshida;;Capel;Mathieu;;2014;;;;;;Nouvelle vague (cinéma);Cinéma;;;"Projection et conférence à l'auditorium de la HEAR le 21 janvier à 18h. Le rendez-vous clôt le cycle de films de la Nouvelle Vague japonaise proposés par Mathieu Capel, après Funeral Parade of Roses de Toshio Matsumoto et Le Retour des 3 soulards de Nagisa Oshima. Ce dernier explique ainsi son choix: Trois cinéastes liés, dit-on, par la Nouvelle vague japonaise. Dès 1960, ils sont de fait les principaux acteurs d'un renouvellement du cinéma japonais, tant dans ses formes et ses enjeux, que dans son industrie. Chez eux encore tout se dédouble, se duplique et prolifère. Tout regard l'explosion des médias de masse et leur bombardement d'images, la société de consommation et ses artefacts produits à la chaîne. Leurs propos n'en sont pas proches pour autant. (Source: Agenda culturel jan. fév. mars 2014)""";
C2015-COH;23367115;ADV;Free Jew is Cheap at Twice the Price;;Cohen;Steven;;2015;fre;Cohen, Steven;;;;;;;;"Dans le cadre de sa résidence à Strasbourg, l'artiste-plasticien et danseur sud-africain Steven Cohen chois la Chaufferie, galerie d'exposition de la HEAR, pour sa première exposition en France."" (Source: agenda culturel)""";
C2015-MAT;23353650;CDA;Prototypo, aboutissement d?un projet de diplôme;;Matthey;Yannick;;2015;fre;;;;;Typographie;;;;Conférence donnée le 16 avril 2015 à l'auditorium de la HEAR. Prototypo est une web-app qui permet d?accélérer la création d?une police de caractères, d?esquisser des idées, d?expérimenter des formes typographiques. Débuté en 2009 dans le cadre d?un DNSEP au sein de l?atelier de Communication graphique de la HEAR, c?est aujourd?hui un projet concret qui anime deux personnes à plein temps, Louis-Rémi Babé et Yannick Mathey, développeur et designer. (Source: Jérôme Saint-Loubert Bié, Blog;
C2017-EXE1;23050993;ADV;Exemplaires;Cycle dans le cadre de la biennale.;Geers;Alexie;;2017;;;;;;;;;;"Conférences données samedi 1er avril 2017 de 9h à 12h30 à l'Auditorium de la HEAR Strasbourg.
9h: Alexie Geers: Docteure en histoire visuelle, chercheure associée au Cerep (Université Reims Champagne-Ardennes), sa thèse de doctorat soutenue en 2016 (Lhivic ?EHESS)portait sur la construction médiatique du féminin dans le magazine Marie-Clairede 1937 à nos jours. apparences.hypotheses.org
10h: Adrien Vasquez: Adrien Vasquez est designer graphique et typographe, collaborateur de John Morgan à Londres. Il a contribué à plusieurs publications dont notamment .txt, Azimuts et From?To. En collaboration avec Wayne Daly, il mène une recherche sur le designer graphique LotharReher.
11h: Yorgo Tloupas: Yorgo Tloupas est à l?origine de nombreux projets d'édition dans la presse dont Crash, Magazine et Intersection. Parallèlement à ses activités de directeur artistique éditorial (la nouvelle formule du quotidien Libération, par exemple), il réalise avecle Studio Yorgo & Co de nombreux projets d?identité visuelle, de design et de conseil de marques dans les domaines de l?art contemporain, de la mode, du luxe, de la culture et du sport. www.yorgo.co
11h: Table ronde.
Sur la Biennale Exemplaires"": Cette deuxième biennale, née dela collaboration de neuf écoles supérieuresd?art (Belgique ,Canada, France et Suisse)et coordonnée par l?atelier deCommunication graphique de la HEARà Strasbourg, propose un ensemblede publications jugées « exemplaires ».Tous francophones et publiés ces sixdernières années, ces objets éditoriauxont été choisis selon des critères défi nislibrement par chaque école. D?autresouvrages sont présents à titre decomparaison (plus anciens, dans d?autreslangues, etc.). Chacune des sélectionsest accompagnée d?une édition réaliséepar les étudiants afi n d?éclairer leurs choixet leurs partis pris. La notion d?exemplariténe concerne pas uniquement l?apparencegraphique des ouvrages sélectionnés,mais aussi le processus d?élaboration,leur singularité, ainsi que la cohérenceentre forme et contenu.Cette manifestation permet d?illustrerdes pratiques qui débordent du seul champdu design graphique et dans lesquellesse mêlent différentes disciplines.Elle laisse apparaître des questions(Quels en sont les acteurs ? Quels sontaujourd?hui les enjeux et les pratiquesde l?édition contemporaine ?), esquissedes réponses, ouvre des potentialités.""";
C2017-EXE2;23051005;ADV;Exemplaires;Cycle dans le cadre de la biennale.;Geers;Alexie;;2017;;;;;;;;;;"Conférences données samedi 1er avril 2017 de 9h à 12h30 à l'Auditorium de la HEAR Strasbourg.
9h: Alexie Geers: Docteure en histoire visuelle, chercheure associée au Cerep (Université Reims Champagne-Ardennes), sa thèse de doctorat soutenue en 2016 (Lhivic ?EHESS)portait sur la construction médiatique du féminin dans le magazine Marie-Clairede 1937 à nos jours. apparences.hypotheses.org
10h: Adrien Vasquez: Adrien Vasquez est designer graphique et typographe, collaborateur de John Morgan à Londres. Il a contribué à plusieurs publications dont notamment .txt, Azimuts et From?To. En collaboration avec Wayne Daly, il mène une recherche sur le designer graphique LotharReher.
11h: Yorgo Tloupas: Yorgo Tloupas est à l?origine de nombreux projets d'édition dans la presse dont Crash, Magazine et Intersection. Parallèlement à ses activités de directeur artistique éditorial (la nouvelle formule du quotidien Libération, par exemple), il réalise avecle Studio Yorgo & Co de nombreux projets d?identité visuelle, de design et de conseil de marques dans les domaines de l?art contemporain, de la mode, du luxe, de la culture et du sport. www.yorgo.co
11h: Table ronde.
Sur la Biennale Exemplaires"": Cette deuxième biennale, née dela collaboration de neuf écoles supérieuresd?art (Belgique ,Canada, France et Suisse)et coordonnée par l?atelier deCommunication graphique de la HEARà Strasbourg, propose un ensemblede publications jugées « exemplaires ».Tous francophones et publiés ces sixdernières années, ces objets éditoriauxont été choisis selon des critères défi nislibrement par chaque école. D?autresouvrages sont présents à titre decomparaison (plus anciens, dans d?autreslangues, etc.). Chacune des sélectionsest accompagnée d?une édition réaliséepar les étudiants afi n d?éclairer leurs choixet leurs partis pris. La notion d?exemplariténe concerne pas uniquement l?apparencegraphique des ouvrages sélectionnés,mais aussi le processus d?élaboration,leur singularité, ainsi que la cohérenceentre forme et contenu.Cette manifestation permet d?illustrerdes pratiques qui débordent du seul champdu design graphique et dans lesquellesse mêlent différentes disciplines.Elle laisse apparaître des questions(Quels en sont les acteurs ? Quels sontaujourd?hui les enjeux et les pratiquesde l?édition contemporaine ?), esquissedes réponses, ouvre des potentialités.""";
C2017-GUE1;23051618;ADV;Le rapport forme/matière à l'épreuve du geste graphique;Conférence, 1/2;Guérin;Michel;;2017;;;;;;Arts graphiques;;;;"Conférence donnée le mercredi 26 avril à 18h30 à l'Auditorium de la HEAR Strasbourg. Conférence Michel Guérin : ""Le questionnement intéresse les deux espèces de graphisme (l’écriture et la figuration plastique au sens large) dans leur relation aux matériaux. Quelle sorte de geste est l’écriture ? Comment se comporte-t-elle par rapport à la matière ? Alors que celle-ci, à suivre André Leroi-Gourhan, peut se prévaloir d’un primat sur la forme dans le domaine technique, l’évolution des espèces scripturaires (jusqu’à l’ère numérique) ne conduit-elle pas à négliger quasi totalement le support de l’inscription ? S’il en va ainsi et si le style peut se définir comme une négociation polémique entre le « fond » et la « forme » (ou encore : entre le support-surface et la figure), que reste-t-il du style si le matériau devient indifférent ?"" Conférence Jérôme Boutterin : ""Sur la base exclusive de mes tableaux, je rendrai compte de l’ensemble des décisions, choix, intentions et contradictions qui traversent la fabrication des gestes qui sont montrés. De la même façon, par un effet d’aller-retour et a posteriori, je montrerai à travers les modalités de ces gestes ce qui a été produit comme un programme de l’inattention.""";
C2017-GUE2;23051606;ADV;Le rapport forme/matière à l'épreuve du geste graphique;Conférence, 2/2;Guérin;Michel;;2017;;;;;;Arts graphiques;;;;"Conférence donnée le mercredi 26 avril à 18h30 à l'Auditorium de la HEAR Strasbourg. Conférence Michel Guérin : ""Le questionnement intéresse les deux espèces de graphisme (l’écriture et la figuration plastique au sens large) dans leur relation aux matériaux. Quelle sorte de geste est l’écriture ? Comment se comporte-t-elle par rapport à la matière ? Alors que celle-ci, à suivre André Leroi-Gourhan, peut se prévaloir d’un primat sur la forme dans le domaine technique, l’évolution des espèces scripturaires (jusqu’à l’ère numérique) ne conduit-elle pas à négliger quasi totalement le support de l’inscription ? S’il en va ainsi et si le style peut se définir comme une négociation polémique entre le « fond » et la « forme » (ou encore : entre le support-surface et la figure), que reste-t-il du style si le matériau devient indifférent ?"" Conférence Jérôme Boutterin : ""Sur la base exclusive de mes tableaux, je rendrai compte de l’ensemble des décisions, choix, intentions et contradictions qui traversent la fabrication des gestes qui sont montrés. De la même façon, par un effet d’aller-retour et a posteriori, je montrerai à travers les modalités de ces gestes ce qui a été produit comme un programme de l’inattention.""";
C2017-LAU;23051590;ADV;Pouvoir en rire?;"Cycle Le Geste comme attention au monde"", organisé par Sandrine Israel-Jost.""";Launay;Isabelle;;2017;;;;;;Danse contemporaine;;;;"Conférence donnée le jeudi 23 mars 2017 à 18h30 à l'Auditorium de la HEAR Strasbourg. L’histoire de la danse contemporaine au XXe siècle en France n’est pas étrangère auxnombreux partages que la culture française a tracés dans son histoire comme à sa politiquede l’inimitié coloniale. Y demeurent des parts d’ombre, des esthétiques minorées, desesthétiques aussi du minoritaire qui agissent comme des fantômes revenant inquiéter sonrécit. À partir du travail chorégraphique de Latifa Laâbissi, notamment de Self PortraitCamouflage (2006) qui ruse avec l’humour, nous importe de voir comment une danse nousouvre à la lecture de Peau noire, maques blancs de Frantz Fanon.Professeure au département Danse de l’université de Paris 8, en Histoire et Esthétique de la danse contemporaine, Isabelle Launay est l’auteur, notamment, d’À la recherche d’une danse moderne, Rudolf Laban et Mary Wigman, (Chiron, 1996) ; avec Boris Charmatz, Entretenir, à propos d’une danse contemporaine, Dijon, Les presses du réel, 2002 ; avecSylviane Pagès, Mémoires et histoire en danse, Paris, L’Harmattan, 2011 ; avec Marie Glon, Histoires de gestes, Actes Sud, 2012. Elle a collaboré à divers projets d’artistes dans le champ de la danse contemporaine. Depuis plusieurs années, elle travaille avec Latifa Laâbissi et mène une recherche sur la mémoire des oeuvres en danse.
Cycle ""Le Geste comme attention au monde"", organisé par Sandrine Israel-Jost. L’évidence qu’un geste engage un corps et une pensée propres tend parfois à mettre à l’arrière-plan l’attention au monde qui, peut-être, lui donne son impulsion et l’oriente. Plus : si, comme le dit l’anthropologue Marcel Jousse, les hommes « rejouent » dans leurs gestes le monde, formidable « imbrication d’interactions », ces gestes ne cessent, réciproquement,de rejouer ce qu’il en est du fait d’être homme. « […] l’Anthropos n’est pas un squelette terminé, mais un interminable complexus de gestes. Le squelette n’est qu’un porte-manteau d’homme, un porte-gestes. Avant de fabriquer des outils, prolongements deses gestes, l’Anthropos a modelé son geste. »(Marcel Jousse, L’Anthropologie du geste)";
C2017-PAS2;23353494;ADV;Pas vu pas pris;;Deloignon;Olivier;;2017;fre;;;;;Illustration des livres;;;;"Colloque organisé par Olivier Deloignon et Guillaume Dégé. Au sein de la Haute Ecole des Arts du Rhin, le laboratoire de recherche De traits et d'esprit, co-dirigé par Olivier Deloignon et Guillaume Dégé, a pour mission de développer une pensée conceptuelle en lien avec des pratiques de l'illustration. L'équipe pluridisciplinaire envisage à l'aide des études visuelles, les codes fondamentaux (en usage en illustration), les frontières de la discipline ou encore les modes de circulation, de fonctionnement, de compréhension ou de (re)production des images."" (Source: publication ""Pas vu pas pris"")""";
C2017-PAS3;23353470;ADV;Pas vu pas pris;;Deloignon;Olivier;;2017;fre;;;;;Illustration des livres;;;;"Colloque organisé par Olivier Deloignon et Guillaume Dégé. Au sein de la Haute Ecole des Arts du Rhin, le laboratoire de recherche De traits et d'esprit, co-dirigé par Olivier Deloignon et Guillaume Dégé, a pour mission de développer une pensée conceptuelle en lien avec des pratiques de l'illustration. L'équipe pluridisciplinaire envisage à l'aide des études visuelles, les codes fondamentaux (en usage en illustration), les frontières de la discipline ou encore les modes de circulation, de fonctionnement, de compréhension ou de (re)production des images."" (Source: publication ""Pas vu pas pris"")""";
C2017-POI;23050981;ADV;La chose imprimée;"Cycle dans le cadre de la biennale Exemplaires"".""";Poirier;Judith;;2017;;;;;;;;;;"Conférence donnée 29 mars 2017 à 18h à l'Auditorium de la HEAR Strasbourg.
Présentation de projets en recherche & création à l’Université du Québec à Montréal (UQAM). Projet de recherche & création en design, La chose imprimée s’intéresse au livre en tant qu’espace d’expérimentation, à partir de thèmes tels que la tactilité, la lisibilité, l’abstraction, la manipulation et la collection. Présentation du processus et des résultats de ce projet qui a réuni chercheurs et étudiants dans une démarche plutôt rhizomique et interdisciplinaire. Judith Poirier, qui a aussi développé un  procédé aléatoire d’animation en imprimant directement sur pellicule 35mm avec une presse typographique, présentera quelques-uns de ses films pour conclure. Judith Poirier (MA Royal College of Art, Londres)est professeure à l’École de design de l’Université du Québec à Montréal. Elle dirige le projet de recherche et de création La chose imprimée, qui s’intéresse aux qualités physiques du livre à l’ère numérique. Son travail se concentre principalement sur la typographie expérimentale et explore les rapports entre la page imprimée et l’écran de cinéma. Ses films ont été présentés dans de nombreux festivals internationaux et certains se sont distingués (Prix du meilleur film canadien 2013 et Mention honorable au Nashville Film Festival 2016). Ses livres ont reçu plusieurs mentions honorables au concours Excellence de la conception graphique du livre au Canada (société Alcuin) et en lice pour le Concours des plus beaux livres du monde à Leipzig. https ://lachoseimprimee.com
A propos de la Biennale ""Exemplaires"": Cette deuxième biennale, née de la collaboration de neuf écoles supérieures d’art (Belgique ,Canada, France et Suisse)et coordonnée par l’atelier de Communication graphique de la HEAR à Strasbourg, propose un ensemble de publications jugées « exemplaires ». Tous francophones et publiés ces six dernières années, ces objets éditoriaux ont été choisis selon des critères définis librement par chaque école. D’autres ouvrages sont présents à titre de comparaison (plus anciens, dans d’autres langues, etc.). Chacune des sélections est accompagnée d’une édition réalisée par les étudiants afin d’éclairer leurs choix et leurs partis pris. La notion d’exemplarité ne concerne pas uniquement l’apparence graphique des ouvrages sélectionnés, mais aussi le processus d’élaboration, leur singularité, ainsi que la cohérence entre forme et contenu. Cette manifestation permet d’illustrer des pratiques qui débordent du seul champ du design graphique et dans lesquelles se mêlent différentes disciplines. Elle laisse apparaître des questions(Quels en sont les acteurs ? Quels sont aujourd’hui les enjeux et les pratiques de l’édition contemporaine ?), esquisse des réponses, ouvre des potentialités.";
C2017-TER1;23051017;ADV;Les terrains de l'exposition;"Cycle Les terrains de l'exposition""""";Fourgeaud;Nicolas;;2017;;;;;;;;;;"Conférences données le mercredi 22 mars 2017 de 14h à 21h à l'Auditorium de la HEAR Strasbourg.
Cycle de conférences Les terrains de l'exposition
Mars 2017
La critique des modes d’écriture ethnographiques (James Clifford, 1988) et la fièvre de l’archive sont désormais des faits d’époque, tout comme l’affirmation d’un modèle de l’artiste en ethnographe (Hal Foster, 1995). Avec Christiane Geoffroy, Michel Aubry et Lidwine Prolonge qui chacun prennent différemment le costume de l’ethnographe, on reviendra sur leurs manières de donner accès, via l’exposition, au travail de terrain. Avec le film de Joachim Olender, on questionnera plus largement la topique de l’exposition artistique, mais aussi sa pragmatique : selon que l’exposition se loge dans un espace public ou dans un espace privé, le statut et les usages de l’exposition ne seront pas identiques. Débordant le champ de l’art, Christian Besson se demandera comment l’exposition, geste ou dispositif, peut être envisagée dans l’espace des pratiques sociales non artistiques et, par là-même, constituer un objet d’étude anthropologique.
14h – Présentation de la journée par Nicolas Fourgeaud
14h15 – Entretien avec l’artiste Christiane Geoffroy: D’une résidence aux îles Kerguelen Où il sera notamment question d’un travail d’enquête et d’observation aux îles Kerguelen, d’objectivité ethnographique, d’écriture, de modèles fictionnels, de James Clifford, de Donna Haraway, de dioramas et autres dispositifs d’exposition dédiés à l’exposition des non-humains, d’impérialisme, de culte de la nature sauvage et de diverses autres choses.
15h15 – Michel Aubry: Tatline mis en musique « Après s’être enrôlé dans l’art par amour pour la cornemuse et en avoir tenté l’inventaire avec son film inachevé Situation des instruments (1982), Aubry s’éprend d’un autre instrument à vent : les launeddas. Ancestrale clarinette sarde faite de trois cannes de roseau munies d’anches simples – la plus longue servant de bourdon, les deux courtes de tuyaux mélodiques – les launeddas sont d’une simplicité parfaite. […] Fondé sur un apprentissage oral et une production autonome, l’instrument échappe au contrôle de programmes écrits. […] - en plus d’être musical, l’intérêt de l’artiste serait aussi pédagogique : comment transmettre un “modèle évolutif” tout en le gardant secret ? Par quelques articles spécialisés et un film intitulé Is Launeddas (1992-1999), Aubry documentera en ethnomusicologue sérieux la construction, le jeu et la transmission de l’instrument. » (Extrait de Hélène Meisel, « Le maître étalon. Michel Aubry ou comment faire chanter les avant-gardes exemplaires » in Les Cahiers du Musée national d’art moderne, printemps 2014, n° 127).
16h30 – Lidwine Prolonge: Something Must Be Wrong at the Asylum for the Normal. À partir d’une oeuvre, Villa Cyrnos, présentée à la Villa Arson en 2015, portant sur la période peu explorée d’un point de vue historique où l’école d’art était la « clinique Cyrnos » (1927-1964), nous remettrons en circulation archives (réelles ou fabriquées), récits (dont un texte de Thomas Clerc écrit spécifiquement pour l’exposition) et quelques preuves. Il s’agira de raconter comment s’est construite cette exposition de la fiction d’une institution dans une autre institution, sur les mêmes lieux, sur les lieux mêmes – il est peut-être toujours question de crime –, et de poursuivre sa fonction rumorale.17h30 – Christian BessonMontrer/occulter, toucher/ne pas toucher. Le cas des reliques. Cet exposé s’inscrit dans une recherche qui entend explorer ce que pourrait être une « anthropologie de la montre ». Une telle anthropologie suppose de suspendre le jugement esthétique lié à la notion d’exposition et, hors de tout ethnocentrisme, de s’aventurer sur le terrain comparatiste des phénomènes de monstration. L’anthropologie touche aux rites, aux croyances et aux institutions attachées à la naissance et à la mort, à la sexualité et aux systèmes matrimoniaux, à la nourriture, la chasse, la pêche ou l’agriculture, au commerce et à la guerre… Nous n’examinerons ici que des phénomènes liés à la mort et à ce qui reste et se transmet du cadavre : la dépouille et ses reliques. Un terrain ou s’entrecroisent deux couples d’oppositions : montrer vs occulter, et toucher vs ne pas toucher.19h – Projection du film de Joachim OlenderLa Collection qui n’existait pas La Collection qui n’existait pas, 2014, 53 min, en présence du réalisateur.";
