Cote;ISBD;Note1;;Note2;Indexation 600;Indexation 606;;;
*C2001-CAM1*;[Table ronde artistes camerounais] [enregistrement audio] / Autour de Blaise Bang, Salifou Lindou, Jules Wokam, et al. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2001. - 2 mini-disques;"Table ronde autour de Blaise Bang, Salifou Lindou, Jules Wokam, Hervé Yamguen, Hervé Youbi. ""Ce sont les cinq jeunes artistes camerounais en résidence à l'Ecole. Peintre et sculpteur, Blaise Bang traduit la pluralité de la vie par des jeux de rythmes et de couleurs. Il a exposé en Afrique ainsi qu'en France et en Autriche. Peintre et sculpteur, Salifou Lindou fonde sa pratique sur la récupération et l'assemblage: ""je joue, je colle et je modèle pour extirper la beauté du vieillissement"". Il a exposé en Afrique, en France et en Allemagne, et a participé à la biennale de Dakar 1998. Designer, Jules Wokam tente de sortir les objets courants de leur typologie: ce tabouret est-il un tambour? cette chaise, statue? Il a participé à la biennale de Dakar 2000, ainsi qu'à la biennale design 2000 de Saint-Etienne. Peintre et poète, Hervé Yamguen crée ds livres objets dont la toile imprégnée de terre est grattée ou repeinte. Il a exposé au Cameroun et à Paris. Il a publié ""Le temps de la saison verte"" chez Les Solitaires Intempestifs. Portraitiste, Hervé Youmbi interroge l'identité de ses modèles anonymes à travers leur regard ou un détail de leur costume. Il a exposé au Cameroun et en Italie"" Cycle ""Universels! Contemporains"".";;Fichier numérisé disponible.;;Art;;;
*C2001-CAM2*;[Table ronde artistes camerounais] [enregistrement audio] / Autour de Blaise Bang, Salifou Lindou, Jules Wokam, et al. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2001. - 2 mini-disques;"Table ronde autour de Blaise Bang, Salifou Lindou, Jules Wokam, Hervé Yamguen, Hervé Youbi. ""Ce sont les cinq jeunes artistes camerounais en résidence à l'Ecole. Peintre et sculpteur, Blaise Bang traduit la pluralité de la vie par des jeux de rythmes et de couleurs. Il a exposé en Afrique ainsi qu'en France et en Autriche. Peintre et sculpteur, Salifou Lindou fonde sa pratique sur la récupération et l'assemblage: ""je joue, je colle et je modèle pour extirper la beauté du vieillissement"". Il a exposé en Afrique, en France et en Allemagne, et a participé à la biennale de Dakar 1998. Designer, Jules Wokam tente de sortir les objets courants de leur typologie: ce tabouret est-il un tambour? cette chaise, statue? Il a participé à la biennale de Dakar 2000, ainsi qu'à la biennale design 2000 de Saint-Etienne. Peintre et poète, Hervé Yamguen crée ds livres objets dont la toile imprégnée de terre est grattée ou repeinte. Il a exposé au Cameroun et à Paris. Il a publié ""Le temps de la saison verte"" chez Les Solitaires Intempestifs. Portraitiste, Hervé Youmbi interroge l'identité de ses modèles anonymes à travers leur regard ou un détail de leur costume. Il a exposé au Cameroun et en Italie"" Cycle ""Universels! Contemporains"".";;Fichier numérisé disponible.;;Art;;;
*C2001-DAR1*;"[Conférence du Cycle ""Universels! Contemporains"", Cycle des poètes] [enregistrement audio] / Jacques Darras. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2001. - 2 mini-disques";"Conférence de Jacques Darras le 21 mars 2001 dans le cadre du cycle ""Universels! Contemporains"" (mention sur les disques), du cycle des poètes (mention dans le rapport d'activité). ""Jacques Darras est avant tout l'auteur d'une suite époque, par son ampleur et ses enjeux, autour d'un minuscule fleuve de la côte picarde, La Maye. (...) Ce mois de mars, il publie chez Gallimard un poème parlé marché, ""Moi j'aime la Belgique"", en réponse à Baudelaire évidemment. Darras est aussi un lecteur tonique et communicatif de ses poèmes, où l'énergie orale est toujours primordiale."" (Source: Rapport d'activité 2000/2001) Le disque No1 porte la mention ""rien sur le disque"" Seul le disque 2 est numérisé..";;Fichier numérisé disponible.;;;;;
*C2001-DAR2*;"[Conférence du Cycle ""Universels! Contemporains"", Cycle des poètes] [enregistrement audio] / Jacques Darras. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2001. - 2 mini-disques";"Conférence de Jacques Darras le 21 mars 2001 dans le cadre du cycle ""Universels! Contemporains"" (mention sur les disques), du cycle des poètes (mention dans le rapport d'activité). ""Jacques Darras est avant tout l'auteur d'une suite époque, par son ampleur et ses enjeux, autour d'un minuscule fleuve de la côte picarde, La Maye. (...) Ce mois de mars, il publie chez Gallimard un poème parlé marché, ""Moi j'aime la Belgique"", en réponse à Baudelaire évidemment. Darras est aussi un lecteur tonique et communicatif de ses poèmes, où l'énergie orale est toujours primordiale."" (Source: Rapport d'activité 2000/2001) Le disque No1 porte la mention ""rien sur le disque"" Seul le disque 2 est numérisé..";;Fichier numérisé disponible.;;;;;
*C2001-DEG*;"La châsse est ouverte [enregistrement audio] : Cycle ""Le merveilleux: envers du réel?"" coordonné par Jacques Demarcq et Elisabeth Milon. / Guillaume Dégé. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2001. - 1 mini-disque";"Conférence de Guillaume Dégé le 5 décembre 2001. ""Le merveilleux, siège de l'irrationnel, de l'inattendu éblouissant, semble incatalogable. Cependant le catalogue, sommet d'une forme de matérialisme, dans lequel la chose décrite se veut l'exacte représentation de la chose existante, lui, est un berceau incontrôlable du merveilleux. Ainsi ce qui se veut l'image la plus fidèle du réel, n'est-il bien souvent que la projection la plus exacte d'un arrière-monde fantasmagorique, une sorte de révélation du merveilleux."" (Source: Rapport d'activité 2001/2002)";;Fichier numérisé disponible.;;Merveilleux;;;
*C2001-EFO1*;"Lecture - La Polka, 1998 - La Fabrique de la cérémonie [enregistrement sonore] : Cycle de conférences ""Quels réalismes aujourd'hui?"" / Kossi Efoui. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2001. - 2 mini-disc";"Conférence donnée par Kossi Efoui le 17 janvier 2001 dans le cadre du Cycle de conférences ""Quels réalismes aujourd'hui?"". ""(...) Faisons donc l'hypothèse que le réalisme qui nous intéressera ici, est celui qui fait affleurer des images et des récits dans lesquels nous nous reconnaissons presque littéralement, nous renvoyant à notre banalité, à une histoire qui nous est immédiate, un présent collectif, une réalité parfois brutale et crue."" (Source : Rapport d'activité 2000/2001)";;Fichier numérisé disponible.;;;;;
*C2001-EFO2*;"Lecture - La Polka, 1998 - La Fabrique de la cérémonie [enregistrement sonore] : Cycle de conférences ""Quels réalismes aujourd'hui?"" / Kossi Efoui. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2001. - 2 mini-disc";"Conférence donnée par Kossi Efoui le 17 janvier 2001 dans le cadre du Cycle de conférences ""Quels réalismes aujourd'hui?"". ""(...) Faisons donc l'hypothèse que le réalisme qui nous intéressera ici, est celui qui fait affleurer des images et des récits dans lesquels nous nous reconnaissons presque littéralement, nous renvoyant à notre banalité, à une histoire qui nous est immédiate, un présent collectif, une réalité parfois brutale et crue."" (Source : Rapport d'activité 2000/2001)";;Fichier numérisé disponible.;;;;;
*C2001-FRO1*;"Comment j'ai réécrit les Aventures d'Harry Dickson [enregistrement audio] : Cycle ""Le merveilleux: envers du réel?"" coordonné par Jacques Demarcq et Elisabeth Milon. / Alain Frontier. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2001. - 1 mini-disque";"Conférence de Olivier Ratouis le 12 décembre 2001. ""Alain Frontier est un type merveilleux. Grammairien de formation, il a consacré sa vie, à côté du grec ancien, à la poésie: en écrire, défendre et illustrer celle de quelques autres. (...) Il s'est aussi penché (...) sur l'?uvre de Jean Ray (1887-1964), auteur entre autres de la série des Harry Dickson, un méticuleux Sherlock Holmes en proie au fantastique le plus effréné. (...)"" (Source: Rapport d'activité 2001/2002)";;Fichier numérisé disponible.;;Merveilleux;;;
*C2001-LEF*;"Du merveilleux en Océanie [enregistrement audio] : Cycle ""Le merveilleux: envers du réel?"" coordonné par Jacques Demarcq et Elisabeth Milon. / Yves Le Fur. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2001. - 1 mini-disque";"Conférence de Olivier Ratouis le 23 janvier 2002. ""Le temps du rêve, ce temps légendaire des origines inspirent les peintures sur écorces des artistes aborigènes de la terre d'Arnhem en Australie. Ces ?uvres où se mêlent la poésie, l'humour, les esprits Mimi et leurs secrets ne se réduisent pas à l'illustration des mythes. Leurs perspectives entremêlées participent d'un merveilleux qui rejoint mais excède aussi nos catégories occidentales."" (Source: Rapport d'activité 2001/2002)";;Fichier numérisé disponible.;;Merveilleux;;;
*C2001-LEY*;"[Conférence du Cycle ""Universels! Contemporains""] [enregistrement audio] / Goddy Leye. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2001. - 1 mini-disque";"Conférence de Goddy Leye du 7 février 2001 dans le cadre du cycle ""Universels! Contemporains"". ""Il présentera son travail, essentiellement de vidéaste, qui porte sur la charge mémorielle des signes, ceux de l'identité personnelle aussi bien que ceux de l'art."" (Source: Rapport d'activité 2000/2001)";;Fichier numérisé disponible.;;;;;
*C2001-NJA1*;[Conférence] [enregistrement audio] / Simon Njami. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2001. - 2 mini-disques;"Conférence de Simon Njami le 31 janvier 2001. ""Essayiste et romancier, Simon Njami est, avec Jean-Loup Pivin, l'un de deux fondateurs de la ""Revue noire"", qui s'attache depuis plusieurs années à faire mieux connaître la littérature et l'art vivant d'Afrique comme de la diaspora africaine, en Europe et aux Amériques. Njami a également organisé plusieurs expositions, dont les biennales de Dakar 2000 et Bamako 2001. Il parlera des différentes périodes de la création africaine au XXe siècle, et de sa perception à l'intérieur comme à l'extérieur de l'Afrique."" Cycle ""Universels! Contemporains"".";;Fichier numérisé disponible.;;;;;
*C2001-NJA2*;[Conférence] [enregistrement audio] / Simon Njami. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2001. - 2 mini-disques;"Conférence de Simon Njami le 31 janvier 2001. ""Essayiste et romancier, Simon Njami est, avec Jean-Loup Pivin, l'un de deux fondateurs de la ""Revue noire"", qui s'attache depuis plusieurs années à faire mieux connaître la littérature et l'art vivant d'Afrique comme de la diaspora africaine, en Europe et aux Amériques. Njami a également organisé plusieurs expositions, dont les biennales de Dakar 2000 et Bamako 2001. Il parlera des différentes périodes de la création africaine au XXe siècle, et de sa perception à l'intérieur comme à l'extérieur de l'Afrique."" Cycle ""Universels! Contemporains"".";;Fichier numérisé disponible.;;;;;
*C2002 - MEE*;"Lecture de Dominique Meens [enregistrement sonore] : dans le cadre du cycle ""Lectures poétiques"" / Dominique Meens. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2002. - 1 mini-disc";"Lecture de Dominique Meens dans le cadre du cycle ""Lectures poétiques faite le 6 mars 2002 à l'Ecole Supérieure des Arts Décoratifs. """"Source: Rapport d'activité 2002)";;Fichier numérisé disponible.;;;;;
*C2002 - MOR*;"Le copyleft appliqué à la création artistique [enregistrement sonore] : Cycle de conférences ""L'oeuvre électronique et la question de l'auteur"" coordonné par Eléonore Hellio et Annie Latimier / Antoine Moreau. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2002. - 2 mini-disc";"Conférence d'Antoine Moreau dans le cadre du cycle de conférences ""L'oeuvre électronique et la question de l'auteur"". ""La caractéristique peut-être la plus saillante des oeuvres du domaine hypermédia est l'usage répété qui est fait de l'interactivité. Comme dans d'autres ?uvres interactives présentées depuis les années 1970, le spectateur est invité à sortir de son état de contemplation passive, et à entrer dans l'espace de l'?uvre annoncée comme un espace participatif ou un système collaboratif. D'où l'impression que la puissance constitutive de l'oeuvre se trouve dans la succession des gestes des ""spectateurs-opérateurs"" invités à s'en approprier un fragment, une parcelle et à entrer dans un processus combinatoire ou augmentatif. L'esthétique de la variation serait ainsi en quelque sorte un avatar de ""l'?uvre infinie, lieu fermé d'un travail sans fin"" (Valéry)"". (Source: Rapport d'activité 2002)";;Fichier numérisé disponible.;;Art et electronique;;;
*C2002 - NEV*;"Lecture de Sylvie Nève [enregistrement sonore] : dans le cadre du cycle ""Lectures poétiques"" / Sylvie Nève. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2002. - 1 mini-disc";"Lecture de Sylvie Nève faite le 13 mars 2002 à l'Ecole Supérieure des Arts Décoratifs. ""Voici une jeune femme qui, depuis vingt ans (son âge réel), rapproche, emberlifique-entrechoque, deux postures d'écritures ordinairement incompatibles : le jetez-tout dada d'un côté avec son oralité, son inventivité formelle, son côté performance "; de l'autre, l'autobiographie, avec son réalisme, son lyrisme aussi, et ses dérives imaginaires, pour mieux agacer les illusions. La vie est ainsi faite de tensions contradictoires, et les texte de Sylvie Nèves fourmillent de désirs ou douleurs inapaisés qui les rendent extrêmement toniques. Une force qui passe à travers les lectures qu'elle pratique depuis 20 ans...(Source: Rapport d'activité 2002);;;;;;
*C2002 - WEI*;"L'image actée, une nouvelle condition visuelle [enregistrement sonore] : Cycle de conférences ""L'oeuvre électronique et la question de l'auteur"" coordonné par Eléonore Hellio et Annie Latimier / Jean-Louis Weissberg. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2002. - 1 mini-disc";"Conférence de Jean-Louis Weissberg dans le cadre du cycle de conférences ""L'oeuvre électronique et la question de l'auteur"". ""La caractéristique peut-être la plus saillante des oeuvres du domaine hypermédia est l'usage répété qui est fait de l'interactivité. Comme dans d'autres ?uvres interactives présentées depuis les années 1970, le spectateur est invité à sortir de son état de contemplation passive, et à entrer dans l'espace de l'?uvre annoncée comme un espace participatif ou un système collaboratif. D'où l'impression que la puissance constitutive de l'oeuvre se trouve dans la succession des gestes des ""spectateurs-opérateurs"" invités à s'en approprier un fragment, une parcelle et à entrer dans un processus combinatoire ou augmentatif. L'esthétique de la variation serait ainsi en quelque sorte un avatar de ""l'?uvre infinie, lieu fermé d'un travail sans fin"" (Valéry)"". (Source: Rapport d'activité 2002)";;Fichier numérisé disponible.;;Art et electronique;;;
*C2002-FOU2*;"Autour de la mondialisation [enregistrement sonore] : Cycle de conférences ""Les maîtres en la demeure"" conçu et organisé par Annie Latimier et Ana Samardzija, avec Julien Kernadet, 5e année Objet. / Xavier Fourt, Tristan Wibault. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2003. - 2 mini-disc";"Conférence donnée par Xavier Fourt et Tristan Wibault le 5 février 2003 dans le cadre du Cycle de conférences ""Les maîtres en la demeure"". Des rencontres du 3 au 7 février 2003, conférences et débats, au cours desquels les intervenants proposeront un regard singulier sur les questions de la mondialisation, de la place et l'objet de l'économie, du travail et de l'échange. (Source : Rapport d'activité 2003)";;Fichier numérisé disponible.;;Art et économie;;;
*C2002-GEN*;"La relation du créateur à son oeuvre [enregistrement sonore] : Cycle de conférences ""L'oeuvre électronique et la question de l'auteur"" coordonné par Eléonore Hellio et Annie Latimier / Antoine Moreau. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2002. - 1 mini-disc";"Conférence d'Annie Gentès dans le cadre du cycle de conférences ""L'oeuvre électronique et la question de l'auteur"". ""La caractéristique peut-être la plus saillante des oeuvres du domaine hypermédia est l'usage répété qui est fait de l'interactivité. Comme dans d'autres ?uvres interactives présentées depuis les années 1970, le spectateur est invité à sortir de son état de contemplation passive, et à entrer dans l'espace de l'?uvre annoncée comme un espace participatif ou un système collaboratif. D'où l'impression que la puissance constitutive de l'oeuvre se trouve dans la succession des gestes des ""spectateurs-opérateurs"" invités à s'en approprier un fragment, une parcelle et à entrer dans un processus combinatoire ou augmentatif. L'esthétique de la variation serait ainsi en quelque sorte un avatar de ""l'?uvre infinie, lieu fermé d'un travail sans fin"" (Valéry)"". (Source: Rapport d'activité 2002)";;Fichier numérisé disponible.;;Art et electronique;;;
*C2002-GRU1*;"La bibliothèque d'Alexandrie [enregistrement audio] : Cycle ""Le merveilleux: envers du réel?"" coordonné par Jacques Demarcq et Elisabeth Milon. / Gérald Grunberg. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2002. - 2 mini-disques";"Conférence de Olivier Ratouis le 30 janvier 2002. ""(...) la bibliothèque, par son rayonnement intellectuelle, et ses rayonnages qui ont contenu 500 ou 600 000 rouleaux de papyrus représentant 50 000 titres, n'était pas moins réelle et merveilleuse. Les savants Euclide, Héron, Eratosthène y ont travaillé"; le poète Callimaque l'a dirigé;" l'Ancien Testament y fut traduit en grec (les Septantes), au IIe siècle av. J.C. Sa destruction en a fait un mythe: indestructible! En 47 av. J.C., pour protéger sa flotte attaquée dans le port, César aurait mis le feu aux entrepôts, qui se serait propagé jusqu'aux livres (...). Avec le soutien de l'UNESO et celui de Mme Moubarak, la bibliothèque est reconstruite, avec une architecture de l'agence norvégienne Snohetta, et le projet de faire à nouveau un lieu de recherche, d'échange universel, de rayonnement de l'Egypte. Gérald Grunberg, actuel directeur de la BPI (Centre Pompidou), a été conseiller technique de la Biblioteca Alexandrina, de 1997 à 2000. (...)"" (Source: Rapport d'activité 2001/2002)";;;;Merveilleux;
*C2002-GRU2*;"La bibliothèque d'Alexandrie [enregistrement audio] : Cycle ""Le merveilleux: envers du réel?"" coordonné par Jacques Demarcq et Elisabeth Milon. / Gérald Grunberg. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2002. - 2 mini-disques";"Conférence de Olivier Ratouis le 30 janvier 2002. ""(...) la bibliothèque, par son rayonnement intellectuelle, et ses rayonnages qui ont contenu 500 ou 600 000 rouleaux de papyrus représentant 50 000 titres, n'était pas moins réelle et merveilleuse. Les savants Euclide, Héron, Eratosthène y ont travaillé"; le poète Callimaque l'a dirigé;" l'Ancien Testament y fut traduit en grec (les Septantes), au IIe siècle av. J.C. Sa destruction en a fait un mythe: indestructible! En 47 av. J.C., pour protéger sa flotte attaquée dans le port, César aurait mis le feu aux entrepôts, qui se serait propagé jusqu'aux livres (...). Avec le soutien de l'UNESO et celui de Mme Moubarak, la bibliothèque est reconstruite, avec une architecture de l'agence norvégienne Snohetta, et le projet de faire à nouveau un lieu de recherche, d'échange universel, de rayonnement de l'Egypte. Gérald Grunberg, actuel directeur de la BPI (Centre Pompidou), a été conseiller technique de la Biblioteca Alexandrina, de 1997 à 2000. (...)"" (Source: Rapport d'activité 2001/2002)";;;;Merveilleux;
*C2002-RAT*;"La plateforme du rêve. Figures américaines de la fonction de loisir. [enregistrement audio] : Cycle ""Le merveilleux: envers du réel?"" coordonné par Jacques Demarcq et Elisabeth Milon. / Olivier Ratouis. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2002. - 1 mini-disque";"Conférence de Olivier Ratouis le 23 janvier 2002. ""La ville du XXe siècle et celle notamment de l'après-guerre s'est organisée et pensée à partir de la distinction de fonctions fondamentales: ""habiter, travailler, se recréer, circuler"" (Le Corbusier, Charte d'Athènes). L'urbanisme moderne s'est traduit sous forme de zones. Il s'agira ici d'interroger ce fonctionnalisme de l'urbain à partir de l'une de ces fonctions, la fonction de loisir, comprise et interprétée par les ""entertainers"" comme ""la part du rêve"", en opposition aussi bien à l'industrie (le travail) qu'à l'habitat. L'exemple de la côte Ouest des Etats-Unis (Los Angeles, Disneyland, Hollywood, Las Vegas...) nous donne à voir un cas-limite où le divertissement, en devenant industrie de grande échelle, tend à englober non seulement les loisirs mais peut-être bien la ville entière et sa réalité."" (Source: Rapport d'activité 2001/2002)";;Fichier numérisé disponible.;;Merveilleux;;;
*C2002-TAB*;"Jacques Demy, un cinéma merveilleux ou le combat du rêve et du réel. [enregistrement audio] : Cycle ""Le merveilleux: envers du réel?"" coordonné par Jacques Demarcq et Elisabeth Milon. / Camille Taboulay. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2002. - 1 mini-disque";"Conférence de Camille Taboulay le 16 janvier 2002. ""Jacques Demy a souvent emprunté la forme du conte (prendre le réel avec des princesses...°, convention perverse qui permet, en jetant aux yeux une poudre merveilleuse, de traiter de l'ambiguïté des rapports de l'homme et du monde. A travers le cinéma de Jacques Demy, nous verrons les affinités du réalisme et du merveilleux, ou comment en recouvrant l'un par l'autre, il nous donne l'impression de voir un rêve sucré, plus lucide et acide qu'il n'y paraît..."" (Source: Rapport d'activité 2001/2002)";;Fichier numérisé disponible.;Demy;Merveilleux;;;
*C2003 - HEN*;"Le don et l'échange marchand [enregistrement sonore] : Cycle de conférences ""Les maîtres en la demeure"" conçu et organisé par Annie Latimier et Ana Samardzija, avec Julien Kernadet, 5e année Objet. / Marcel Hénaff. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2003. - 2 mini-disc";"Conférence donnée le 19 mai 2003 par Marcel Hénaff dans le cadre du Cycle de conférences ""Les maîtres en la demeure"". Des rencontres du 3 au 7 février 2003 et les 19 et 20 mai 2003, conférences et débats, au cours desquels les intervenants proposeront un regard singulier sur les questions de la mondialisation, de la place et l'objet de l'économie, du travail et de l'échange. (Source : Rapport d'activité 2003)";;Fichier numérisé disponible.;;Mondialisation;;;
*C2003 - KUR*;"Krisis [enregistrement sonore] : La domination du travail et la crise capitalisteCycle de conférences ""Les maîtres en la demeure"" conçu et organisé par Annie Latimier et Ana Samardzija, avec Julien Kernadet, 5e année Objet. / Robert Kurz et Norbert Trenkle. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2003. - 2 mini-disc";"Conférence donnée par Robert Kurz et Norbert Trenkle dans le cadre du Cycle de conférences ""Les maîtres en la demeure"". Des rencontres du 3 au 7 février 2003, conférences et débats, au cours desquels les intervenants proposeront un regard singulier sur les questions de la mondialisation, de la place et l'objet de l'économie, du travail et de l'échange. (Source : Rapport d'activité 2003)";;Fichier numérisé disponible.;;Mondialisation;;;
*C2003 - MAN*;"Les paradoxes de l'orientalisme [enregistrement sonore] : Cycle de conférences ""L'Orientalisme"" coordonné par Annie Latimier, Elisabeth Milon et Ana Samardzija / Gilles Manceron. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2003. - 1 mini-disc";"Conférence de Gilles Manceron dans le cadre du cycle de conférences ""L'Orientalisme"". ""[...] Qu'il s'agisse d'un périple initiatique des écrivains et des artistes ou des explorations aventureuses des scientifiques accompagnés très tôt par les photographes, le voyage en Orient est la destination privilégiée des tous les chercheurs non seulement de l'exotisme, mais aussi d'une supposée authenticité, d'une vérité immobilisée dans le temps, sur l'origine des civilisations et les modes de vie perdus. La quête est celle de la vérité du mythe, aussi paradoxal que cela puisse paraître "; elle se donne aussi comme la quête de soi ou d'une source d'inspiration [...] L'orientalisme c'est le regard porté par l'Occident sur ce qui est conçu à la fois comme son origine et son Autre absolu ; il désigne l'ensemble des représentations , fictives ou documentées, créées dans les domaines de la littérature, de la peinture, de la musique, de l'architecture et de la photographie. [...] les conférences qui se dérouleront d'octobre 2003 à janvier 2004 étudieront du point de vue historique et critique les vestiges de l'orientalisme et ses effets sur notre compréhension du monde contemporain. (Source: Rapport d'activité 2003);;;;Orientalisme;
*C2003 - PEL*;"Lectures de l'orientalisme [enregistrement sonore] : Cycle de conférences ""L'Orientalisme"" coordonné par Annie Latimier, Elisabeth Milon et Ana Samardzija / Christine Peltre. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2003. - 1 mini-disc";"Conférence de Christine Peltre donnée le 29 octobre 2003 dans le cadre du cycle de conférences ""L'Orientalisme"". ""[...] Qu'il s'agisse d'un périple initiatique des écrivains et des artistes ou des explorations aventureuses des scientifiques accompagnés très tôt par les photographes, le voyage en Orient est la destination privilégiée des tous les chercheurs non seulement de l'exotisme, mais aussi d'une supposée authenticité, d'une vérité immobilisée dans le temps, sur l'origine des civilisations et les modes de vie perdus. La quête est celle de la vérité du mythe, aussi paradoxal que cela puisse paraître "; elle se donne aussi comme la quête de soi ou d'une source d'inspiration [...] L'orientalisme c'est le regard porté par l'Occident sur ce qui est conçu à la fois comme son origine et son Autre absolu ; il désigne l'ensemble des représentations , fictives ou documentées, créées dans les domaines de la littérature, de la peinture, de la musique, de l'architecture et de la photographie. [...] les conférences qui se dérouleront d'octobre 2003 à janvier 2004 étudieront du point de vue historique et critique les vestiges de l'orientalisme et ses effets sur notre compréhension du monde contemporain. (Source: Rapport d'activité 2003);;;;Orientalisme;
*C2003 - PON*;"Quatre décennies d'agitation graphique [enregistrement sonore] : Cycle ""Histoire du design graphique des années quarante à nos jours"" / Pierre Ponant. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2003. - 1 mini-disc";"Conférence donnée par Pierre Ponant dans le cadre du Cycle de conférences ""Histoire du design graphique des années quarante à nos jours"". De l'érection du mur de Berlin à l'effondrement des Twin Towers, l'espace du politique a été traversé de milliers d'affiches et actions graphiques. Un mouvement initié dès le milieu des années 50 par une génération d'affichistes polonais en rupture de socialisme réel. Par expérimentations successives et connivence avec l'évolution des pratiques artistiques contemporaines, épousant la démocratisation des outils de productions, ces images se sont toujours émancipées de toute assimilation marchande. Aujourd'hui, elles se répandent sur le réseau au service du hackisme militant des altermondialistes. [...] Par les exemples multiples, Pierre Ponant dresse le panorama de 40 années de résistance graphique. (Source : Rapport d'activité 2003)";;Fichier numérisé disponible.;;Art et politique;;;
*C2003-BRA1*;"Aux origines de la mondialisation [enregistrement sonore] : Cycle de conférences ""Les maîtres en la demeure"" conçu et organisé par Annie Latimier et Ana Samardzija, avec Julien Kernadet, 5e année Objet. / Marcel Hénaff. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2003. - 2 mini-disc";"Conférence donnée le 3 février 2003 par Jacques Brasseul dans le cadre du Cycle de conférences ""Les maîtres en la demeure"". Des rencontres du 3 au 7 février 2003 et les 19 et 20 mai 2003, conférences et débats, au cours desquels les intervenants proposeront un regard singulier sur les questions de la mondialisation, de la place et l'objet de l'économie, du travail et de l'échange. (Source : Rapport d'activité 2003)";;Fichier numérisé disponible.;;Mondialisation;;;
*C2003-BRA2*;"Aux origines de la mondialisation [enregistrement sonore] : Cycle de conférences ""Les maîtres en la demeure"" conçu et organisé par Annie Latimier et Ana Samardzija, avec Julien Kernadet, 5e année Objet. / Marcel Hénaff. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2003. - 2 mini-disc";"Conférence donnée le 3 février 2003 par Jacques Brasseul dans le cadre du Cycle de conférences ""Les maîtres en la demeure"". Des rencontres du 3 au 7 février 2003 et les 19 et 20 mai 2003, conférences et débats, au cours desquels les intervenants proposeront un regard singulier sur les questions de la mondialisation, de la place et l'objet de l'économie, du travail et de l'échange. (Source : Rapport d'activité 2003)";;Fichier numérisé disponible.;;Mondialisation;;;
*C2003-CUI*;"Philosophies de l'économie? [enregistrement sonore] : Cycle de conférences ""Les maîtres en la demeure"" conçu et organisé par Annie Latimier et Ana Samardzija, avec Julien Kernadet, 5e année Objet. / Marie Cuillerai. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2003. - 1 mini-disc";"Conférence donnée par Marie Cuillerai le 7 février 2003 dans le cadre du Cycle de conférences ""Les maîtres en la demeure"". Des rencontres du 3 au 7 février 2003, conférences et débats, au cours desquels les intervenants proposeront un regard singulier sur les questions de la mondialisation, de la place et l'objet de l'économie, du travail et de l'échange. (Source : Rapport d'activité 2003)";;Fichier numérisé disponible.;;Art et économie;;;
*C2003-FOU1*;"Autour de la mondialisation [enregistrement sonore] : Cycle de conférences ""Les maîtres en la demeure"" conçu et organisé par Annie Latimier et Ana Samardzija, avec Julien Kernadet, 5e année Objet. / Xavier Fourt, Tristan Wibault. - Strasbourg : Ecole Supérieure des Arts Décoratifs, 2003. - 2 mini-disc";"Conférence donnée par Xavier Fourt et Tristan Wibault le 5 février 2003 dans le cadre du Cycle de conférences ""Les maîtres en la demeure"". Des rencontres du 3 au 7 février 2003, conférences et débats, au cours desquels les intervenants proposeront un regard singulier sur les questions de la mondialisation, de la place et l'objet de l'économie, du travail et de l'échange. (Source : Rapport d'activité 2003)";;Fichier numérisé disponible.;;Art et économie;;;
